06/03/2025 00:54:09.265 | DEBUG    |                                      InstallAshita | Installing Ashita into the current process.
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize | [ashita.input]
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   gamepad.allowbackground : 0
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   gamepad.disableenumeration : 0
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   keyboard.blockinput : 0
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   keyboard.blockbindsduringinput : 1
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   keyboard.silentbinds : 0
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   keyboard.windowskeyenabled : 0
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   mouse.blockinput : 0
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   mouse.unhook : 1
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize | [ashita.language]
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   playonline : 2
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   ashita : 2
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize | [ashita.logging]
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   level : 5
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   crashdumps : 1
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize | [ashita.misc]
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   addons.silent : 0
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   aliases.silent : 0
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   plugins.silent : 0
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize | [ashita.resources]
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   offsets.use_overrides : 1
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   pointers.use_overrides : 1
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   resources.use_overrides : 1
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize | [ashita.taskpool]
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   threadcount : -1
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize | [ashita.window.startpos]
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   x : -1
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   y : -1
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize | [ashita.polplugins]
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   sandbox : 0
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   pivot : 1
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize | [ffxi.direct3d8]
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   presentparams.backbufferformat : -1
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   presentparams.backbuffercount : -1
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   presentparams.multisampletype : -1
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   presentparams.swapeffect : -1
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   presentparams.enableautodepthstencil : -1
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   presentparams.autodepthstencilformat : -1
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   presentparams.flags : -1
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   presentparams.fullscreen_refreshrateinhz : -1
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   presentparams.fullscreen_presentationinterval : -1
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   behaviorflags.fpu_preserve : 0
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize | [ffxi.registry]
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   0000 : 6
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   0001 : 1920
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   0002 : 1080
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   0003 : 4096
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   0004 : 4096
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   0005 : -1
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   0006 : -1
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   0007 : 1
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   0008 : -1
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   0009 : -1
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   0010 : -1
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   0011 : 2
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   0012 : -1
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   0013 : -1
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   0014 : -1
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   0015 : -1
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   0016 : -1
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   0017 : 0
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   0018 : 2
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   0019 : 1
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   0020 : 0
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   0021 : 1
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   0022 : 0
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   0023 : 0
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   0024 : -1
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   0025 : -1
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   0026 : -1
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   0027 : -1
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   0028 : 0
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   0029 : 20
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   0030 : 0
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   0031 : 1002740646
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   0032 : 0
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   0033 : 0
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   0034 : 2
06/03/2025 00:54:09.267 | DEBUG    |                             AshitaCore::Initialize |   0035 : 1
06/03/2025 00:54:09.268 | DEBUG    |                             AshitaCore::Initialize |   0036 : 2
06/03/2025 00:54:09.268 | DEBUG    |                             AshitaCore::Initialize |   0037 : 1920
06/03/2025 00:54:09.268 | DEBUG    |                             AshitaCore::Initialize |   0038 : 1080
06/03/2025 00:54:09.268 | DEBUG    |                             AshitaCore::Initialize |   0039 : 1
06/03/2025 00:54:09.268 | DEBUG    |                             AshitaCore::Initialize |   0040 : 0
06/03/2025 00:54:09.268 | DEBUG    |                             AshitaCore::Initialize |   0041 : 0
06/03/2025 00:54:09.268 | DEBUG    |                             AshitaCore::Initialize |   0042 : C:\Program Files (x86)\SquareEnix\FINAL FANTASY XI
06/03/2025 00:54:09.268 | DEBUG    |                             AshitaCore::Initialize |   0043 : 1
06/03/2025 00:54:09.268 | DEBUG    |                             AshitaCore::Initialize |   0044 : 1
06/03/2025 00:54:09.268 | DEBUG    |                             AshitaCore::Initialize |   0045 : 0
06/03/2025 00:54:09.268 | DEBUG    |                             AshitaCore::Initialize |   padmode000 : -1
06/03/2025 00:54:09.268 | DEBUG    |                             AshitaCore::Initialize |   padsin000 : -1
06/03/2025 00:54:09.268 | DEBUG    |                             AshitaCore::Initialize |   padguid000 : -1
06/03/2025 00:54:09.268 | DEBUG    |                             AshitaCore::Initialize | ----------------------------------------------------------------------------------------------------
06/03/2025 00:54:09.268 | DEBUG    |                             Properties::Properties | .ctor
06/03/2025 00:54:09.268 | DEBUG    |                           ChatManager::ChatManager | .ctor
06/03/2025 00:54:09.268 | DEBUG    |                           FontManager::FontManager | .ctor
06/03/2025 00:54:09.268 | DEBUG    |                             GuiManager::GuiManager | .ctor
06/03/2025 00:54:09.268 | DEBUG    |   newIDirectInputDevice8A::newIDirectInputDevice8A | .ctor
06/03/2025 00:54:09.268 | DEBUG    |                             Controller::Controller | null.ctor
06/03/2025 00:54:09.268 | DEBUG    |                                     XInput::XInput | .ctor
06/03/2025 00:54:09.268 | DEBUG    |                         InputManager::InputManager | .ctor
06/03/2025 00:54:09.268 | DEBUG    |                       MemoryManager::MemoryManager | .ctor
06/03/2025 00:54:09.268 | DEBUG    |                       OffsetManager::OffsetManager | .ctor
06/03/2025 00:54:09.268 | DEBUG    |                       PacketManager::PacketManager | .ctor
06/03/2025 00:54:09.268 | DEBUG    |                       PluginManager::PluginManager | .ctor
06/03/2025 00:54:09.268 | DEBUG    |                 PolPluginManager::PolPluginManager | .ctor
06/03/2025 00:54:09.268 | DEBUG    |                     PointerManager::PointerManager | .ctor
06/03/2025 00:54:09.268 | DEBUG    |                 PrimitiveManager::PrimitiveManager | .ctor
06/03/2025 00:54:09.268 | DEBUG    |                   ResourceManager::ResourceManager | .ctor
06/03/2025 00:54:09.268 | DEBUG    |                             Properties::Initialize | <Begin>
06/03/2025 00:54:09.268 | DEBUG    |                             Properties::Initialize | <End> [Status: Ok!]
06/03/2025 00:54:09.268 | DEBUG    |                           InputManager::Initialize | <Begin>
06/03/2025 00:54:09.268 | DEBUG    |                           InputManager::Initialize | <End> [Status: Ok!]
06/03/2025 00:54:09.268 | DEBUG    |                          OffsetManager::Initialize | <Begin>
06/03/2025 00:54:09.268 | DEBUG    |                          OffsetManager::Initialize | <End> [Status: Ok!]
06/03/2025 00:54:09.268 | DEBUG    |                         PointerManager::Initialize | <Begin>
06/03/2025 00:54:09.268 | DEBUG    |                         PointerManager::Initialize | <End> [Status: Ok!]
06/03/2025 00:54:09.268 | DEBUG    |                          MemoryManager::Initialize | <Begin>
06/03/2025 00:54:09.268 | DEBUG    |                             MemoryManager::Release | <Begin>
06/03/2025 00:54:09.268 | DEBUG    |                             MemoryManager::Release | <End> [Status: Ok!]
06/03/2025 00:54:09.268 | DEBUG    |                          MemoryManager::Initialize | <End> [Status: Ok!]
06/03/2025 00:54:09.268 | DEBUG    |                            ChatManager::Initialize | <Begin>
06/03/2025 00:54:09.268 | DEBUG    |                            ChatManager::Initialize | <End> [Status: Ok!]
06/03/2025 00:54:09.268 | DEBUG    |                          PacketManager::Initialize | <Begin>
06/03/2025 00:54:09.268 | DEBUG    |                          PacketManager::Initialize | <End> [Status: Ok!]
06/03/2025 00:54:09.268 | DEBUG    |                          PluginManager::Initialize | <Begin>
06/03/2025 00:54:09.268 | DEBUG    |                          PluginManager::Initialize | <End> [Status: Ok!]
06/03/2025 00:54:09.268 | DEBUG    |                       PolPluginManager::Initialize | <Begin>
06/03/2025 00:54:09.268 | INFO     |                                              pivot | Using config file: 'C:\Ashita\Ashita-v4beta\config\pivot\pivot.ini'
06/03/2025 00:54:09.269 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: C:\Ashita\Ashita-v4beta\\config\pivot\pivot.ini
06/03/2025 00:54:09.269 | DEBUG    |                                              pivot | >> pivot settings <<
06/03/2025 00:54:09.269 | DEBUG    |                                              pivot | root_path C:\Ashita\Ashita-v4beta\polplugins\DATs
06/03/2025 00:54:09.269 | DEBUG    |                                              pivot | debug_log false
06/03/2025 00:54:09.269 | DEBUG    |                                              pivot | redirect_fopens true
06/03/2025 00:54:09.269 | DEBUG    |                                              pivot | overlays:
06/03/2025 00:54:09.269 | DEBUG    |                                              pivot | 
06/03/2025 00:54:09.269 | INFO     |                                              pivot | m_logDebug = Discard
06/03/2025 00:54:09.269 | INFO     |                                              pivot | m_rootPath = 'C:\Ashita\Ashita-v4beta\polplugins\DATs'
06/03/2025 00:54:09.270 | INFO     |                                              pivot | enabling fopen_s hook
06/03/2025 00:54:09.271 | INFO     |                                              pivot | m_hooksSet = true
06/03/2025 00:54:09.271 | DEBUG    |                             PolPluginManager::Load | Loaded POL plugin: pivot - Version: 4.16 - By: Heals
06/03/2025 00:54:09.271 | DEBUG    |                       PolPluginManager::Initialize | <End> [Status: Ok!]
06/03/2025 00:54:09.271 | DEBUG    |                             AshitaCore::Initialize | <End> [Status: Ok!]
06/03/2025 00:54:09.271 | DEBUG    |                    Ashita::Hooks::DirectX::Install | <Begin>
06/03/2025 00:54:09.271 | DEBUG    |                    Ashita::Hooks::DirectX::Install | <End> [Status: Ok!]
06/03/2025 00:54:09.271 | DEBUG    |                      Ashita::Hooks::Mutex::Install | <Begin>
06/03/2025 00:54:09.271 | DEBUG    |                      Ashita::Hooks::Mutex::Install | <End> [Status: Ok!]
06/03/2025 00:54:09.271 | DEBUG    |                   Ashita::Hooks::Registry::Install | <Begin>
06/03/2025 00:54:09.271 | DEBUG    |                   Ashita::Hooks::Registry::Install | <End> [Status: Ok!]
06/03/2025 00:54:09.271 | DEBUG    |                     Ashita::Hooks::Window::Install | <Begin>
06/03/2025 00:54:09.271 | DEBUG    |                     Ashita::Hooks::Window::Install | <End> [Status: Ok!]
06/03/2025 00:54:09.271 | DEBUG    |                     Ashita::Hooks::XInput::Install | <Begin>
06/03/2025 00:54:09.272 | DEBUG    |                     Ashita::Hooks::XInput::Install | <End> [Status: Ok!]
06/03/2025 00:54:11.015 | DEBUG    |        Ashita::Hooks::Window::Mine_CreateWindowExW | CreateWindowExW - Creating PlayOnline window. [dwExStyle: 0][dwStyle: 13238272][Pos: -2147483648 x -2147483648][Size: 653 x 517]
06/03/2025 00:54:11.017 | DEBUG    |        Ashita::Hooks::Window::Mine_CreateWindowExW | CreateWindowExW - Creating PlayOnline Mask window. [dwExStyle: 8][dwStyle: -2130706432][Pos: -1 x -1][Size: 1921 x 1081]
06/03/2025 00:54:11.024 | DEBUG    |    Ashita::Hooks::DirectX::Mine_DirectInput8Create | DirectInput8Create - Creating new DirectInput instance. [dwVersion: 2048]
06/03/2025 01:12:38.771 | DEBUG    |        Ashita::Hooks::Window::Mine_CreateWindowExA | CreateWindowExA - Creating Final Fantasy XI window. [dwExStyle: 0][dwStyle: -2147483648][Pos: -2147483648 x -2147483648][Size: 1920 x 1080]
06/03/2025 01:12:38.802 | DEBUG    |       Ashita::Hooks::DirectX::Mine_Direct3DCreate8 | Direct3DCreate8 - Creating new Direct3D instance. [SDKVersion: 220]
06/03/2025 01:12:38.869 | DEBUG    |                       newIDirect3D8::newIDirect3D8 | .ctor
06/03/2025 01:12:38.874 | DEBUG    |                        newIDirect3D8::CreateDevice | Creating a new graphics device..
06/03/2025 01:12:38.958 | DEBUG    |           newIDirect3DDevice8::newIDirect3DDevice8 | .ctor
06/03/2025 01:12:38.958 | DEBUG    |                             AshitaCore::GameLoaded | GameLoaded event invoked.
06/03/2025 01:12:38.958 | DEBUG    |                           ResourceManager::Release | <Begin>
06/03/2025 01:12:38.958 | DEBUG    |                           ResourceManager::Release | <End> [Status: Ok!]
06/03/2025 01:12:38.958 | DEBUG    |                        ResourceManager::Initialize | <Begin>
06/03/2025 01:12:38.958 | DEBUG    |                           ResourceManager::Release | <Begin>
06/03/2025 01:12:38.958 | DEBUG    |                           ResourceManager::Release | <End> [Status: Ok!]
06/03/2025 01:12:38.978 | DEBUG    |                        ResourceManager::Initialize | <End> [Status: Ok!]
06/03/2025 01:12:38.978 | DEBUG    |                            ResourceManager::Update | <Begin>
06/03/2025 01:12:38.978 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: C:\Ashita\Ashita-v4beta\\config\\ashita\ashita.datmap.ini
06/03/2025 01:12:38.992 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: C:\Ashita\Ashita-v4beta\\config\\ashita\custom.datmap.ini
06/03/2025 01:12:39.223 | DEBUG    |                            ResourceManager::Update | Resource parsing completed in: 244.754100ms [Status: 1]
06/03/2025 01:12:39.223 | DEBUG    |                            ResourceManager::Update | <End> [Status: Ok!]
06/03/2025 01:12:39.223 | DEBUG    |                               InputManager::Update | <Begin>
06/03/2025 01:12:39.223 | DEBUG    |                                       Mouse::Mouse | .ctor
06/03/2025 01:12:39.223 | DEBUG    |                                  Mouse::Initialize | <Begin>
06/03/2025 01:12:39.223 | DEBUG    |                                  Mouse::Initialize | <End> [Status: Ok!]
06/03/2025 01:12:39.223 | DEBUG    |                             InputManager::SetMouse | Setting new mouse instance..
06/03/2025 01:12:39.223 | DEBUG    |                               InputManager::Update | <End> [Status: Ok!]
06/03/2025 01:12:39.223 | DEBUG    |                              OffsetManager::Update | <Begin>
06/03/2025 01:12:39.223 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: C:\Ashita\Ashita-v4beta\\config\\ashita\ashita.offsets.ini
06/03/2025 01:12:39.234 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: C:\Ashita\Ashita-v4beta\\config\\ashita\custom.offsets.ini
06/03/2025 01:12:39.243 | WARN     |                         ConfigurationManager::Load | Configuration file has invalid section names or no data: C:\Ashita\Ashita-v4beta\\config\\ashita\custom.offsets.ini
06/03/2025 01:12:39.243 | DEBUG    |                              OffsetManager::Update | <End> [Status: Ok!]
06/03/2025 01:12:39.243 | DEBUG    |                             PointerManager::Update | <Begin>
06/03/2025 01:12:39.243 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: C:\Ashita\Ashita-v4beta\\config\\ashita\ashita.pointers.ini
06/03/2025 01:12:39.247 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: C:\Ashita\Ashita-v4beta\\config\\ashita\custom.pointers.ini
06/03/2025 01:12:39.256 | WARN     |                         ConfigurationManager::Load | Configuration file has invalid section names or no data: C:\Ashita\Ashita-v4beta\\config\\ashita\custom.pointers.ini
06/03/2025 01:12:39.259 | DEBUG    |                             PointerManager::Update | Pointer: (04B1F07C) [Ok!] autofollow
06/03/2025 01:12:39.259 | DEBUG    |                             PointerManager::Update | Pointer: (04B7B2F5) [Ok!] castbar
06/03/2025 01:12:39.259 | DEBUG    |                             PointerManager::Update | Pointer: (04C276E0) [Ok!] chat.addchatmessage
06/03/2025 01:12:39.261 | DEBUG    |                             PointerManager::Update | Pointer: (04CB7210) [Ok!] chat.inputtext.this
06/03/2025 01:12:39.261 | DEBUG    |                             PointerManager::Update | Pointer: (04B11EC2) [Ok!] chat.logfile
06/03/2025 01:12:39.261 | DEBUG    |                             PointerManager::Update | Pointer: (04CBA420) [Ok!] chat.parseautotranslate
06/03/2025 01:12:39.261 | DEBUG    |                             PointerManager::Update | Pointer: (04BDA325) [Ok!] chat.parseautotranslate.this
06/03/2025 01:12:39.261 | DEBUG    |                             PointerManager::Update | Pointer: (04B80BD0) [Ok!] chat.parseinputtext
06/03/2025 01:12:39.261 | DEBUG    |                             PointerManager::Update | Pointer: (04B80BF2) [Ok!] chat.parseinputtext.this
06/03/2025 01:12:39.261 | DEBUG    |                             PointerManager::Update | Pointer: (04B77F8C) [Ok!] clientversion
06/03/2025 01:12:39.261 | DEBUG    |                             PointerManager::Update | Pointer: (04556533) [Ok!] config.autodisconnect
06/03/2025 01:12:39.263 | DEBUG    |                             PointerManager::Update | Pointer: (04CB8522) [Ok!] config.languagefilter
06/03/2025 01:12:39.263 | DEBUG    |                             PointerManager::Update | Pointer: (04B03A20) [Ok!] entitymap
06/03/2025 01:12:39.263 | DEBUG    |                             PointerManager::Update | Pointer: (04B9579B) [Ok!] entitymap.size
06/03/2025 01:12:39.263 | DEBUG    |                             PointerManager::Update | Pointer: (04BEB106) [Ok!] inventory
06/03/2025 01:12:39.263 | DEBUG    |                             PointerManager::Update | Pointer: (04C182B5) [Ok!] inventory.selecteditem
06/03/2025 01:12:39.264 | DEBUG    |                             PointerManager::Update | Pointer: (04C5E792) [Ok!] menu
06/03/2025 01:12:39.264 | DEBUG    |                             PointerManager::Update | Pointer: (04BDD3D0) [Ok!] packets.decryptbuffer
06/03/2025 01:12:39.264 | DEBUG    |                             PointerManager::Update | Pointer: (04BDD2A0) [Ok!] packets.encryptbuffer
06/03/2025 01:12:39.264 | DEBUG    |                             PointerManager::Update | Pointer: (04BFBF80) [Ok!] packets.queuepacket1
06/03/2025 01:12:39.264 | DEBUG    |                             PointerManager::Update | Pointer: (04BDDA30) [Ok!] packets.queuepacket2
06/03/2025 01:12:39.264 | DEBUG    |                             PointerManager::Update | Pointer: (04D00E1B) [Ok!] party
06/03/2025 01:12:39.264 | DEBUG    |                             PointerManager::Update | Pointer: (04B98D8F) [Ok!] party.statusicons
06/03/2025 01:12:39.264 | DEBUG    |                             PointerManager::Update | Pointer: (04C469EA) [Ok!] player
06/03/2025 01:12:39.264 | DEBUG    |                             PointerManager::Update | Pointer: (04BE5BF0) [Ok!] player.hasability
06/03/2025 01:12:39.264 | DEBUG    |                             PointerManager::Update | Pointer: (04B97C94) [Ok!] player.haskeyitem
06/03/2025 01:12:39.264 | DEBUG    |                             PointerManager::Update | Pointer: (04BEFC50) [Ok!] player.hasspell
06/03/2025 01:12:39.264 | DEBUG    |                             PointerManager::Update | Pointer: (04BF0B60) [Ok!] player.joblevels
06/03/2025 01:12:39.264 | DEBUG    |                             PointerManager::Update | Pointer: (04BF0BA0) [Ok!] player.jobmasterlevels
06/03/2025 01:12:39.264 | DEBUG    |                             PointerManager::Update | Pointer: (04B8E6AA) [Ok!] player.loginstatus
06/03/2025 01:12:39.264 | DEBUG    |                             PointerManager::Update | Pointer: (04B8740F) [Ok!] player.petmp
06/03/2025 01:12:39.264 | DEBUG    |                             PointerManager::Update | Pointer: (04B9CD3D) [Ok!] player.pettp
06/03/2025 01:12:39.264 | DEBUG    |                             PointerManager::Update | Pointer: (04D225F4) [Ok!] recast.abilities
06/03/2025 01:12:39.264 | DEBUG    |                             PointerManager::Update | Pointer: (04D29122) [Ok!] recast.spells
06/03/2025 01:12:39.264 | DEBUG    |                             PointerManager::Update | Pointer: (04B7A427) [Ok!] target.settarget
06/03/2025 01:12:39.264 | DEBUG    |                             PointerManager::Update | Pointer: (04B88A13) [Ok!] target.target
06/03/2025 01:12:39.264 | DEBUG    |                             PointerManager::Update | Pointer scan completed in: 21.356900ms
06/03/2025 01:12:39.264 | DEBUG    |                             PointerManager::Update | <End> [Status: Ok!]
06/03/2025 01:12:39.264 | DEBUG    |                            FontManager::Initialize | <Begin>
06/03/2025 01:12:39.264 | DEBUG    |                            FontManager::Initialize | <End> [Status: Ok!]
06/03/2025 01:12:39.264 | DEBUG    |                       PrimitiveManager::Initialize | <Begin>
06/03/2025 01:12:39.264 | DEBUG    |                       PrimitiveManager::Initialize | <End> [Status: Ok!]
06/03/2025 01:12:39.264 | DEBUG    |                             GuiManager::Initialize | <Begin>
06/03/2025 01:12:39.268 | DEBUG    |                           GuiManager::PrepareFonts | Loaded Font: Agave_Regular, 18px - is_jp: 0
06/03/2025 01:12:39.270 | DEBUG    |                           GuiManager::PrepareFonts | Loaded Font: Agave_Regular, 24px - is_jp: 0
06/03/2025 01:12:39.271 | DEBUG    |                           GuiManager::PrepareFonts | Loaded Font: Agave_Regular, 32px - is_jp: 0
06/03/2025 01:12:39.373 | DEBUG    |                             GuiManager::Initialize | <End> [Status: Ok!]
06/03/2025 01:12:39.373 | DEBUG    |                              MemoryManager::Update | <Begin>
06/03/2025 01:12:39.373 | DEBUG    |                              MemoryManager::Update | <End> [Status: Ok!]
06/03/2025 01:12:39.373 | DEBUG    |                                ChatManager::Update | <Begin>
06/03/2025 01:12:39.373 | DEBUG    |                                ChatManager::Update | Hooking game function: AddChatMessage
06/03/2025 01:12:39.373 | DEBUG    |                                ChatManager::Update | Hooking game function: ParseAutoTranslate
06/03/2025 01:12:39.373 | DEBUG    |                                ChatManager::Update | Hooking game function: ParseInputText
06/03/2025 01:12:39.373 | DEBUG    |                                ChatManager::Update | Detour transaction result: 0 [Success]
06/03/2025 01:12:39.373 | DEBUG    |                   CommandTaskPool::CommandTaskPool | .ctor
06/03/2025 01:12:39.374 | DEBUG    |                        CommandTaskPool::Initialize | <Begin>
06/03/2025 01:12:39.374 | DEBUG    |                     CommandTaskPool::CreateThreads | Creating task pool; thread count: 16
06/03/2025 01:12:39.374 | DEBUG    |                        CommandTaskPool::Initialize | <End> [Status: Ok!]
06/03/2025 01:12:39.374 | DEBUG    |                                ChatManager::Update | <End> [Status: Ok!]
06/03/2025 01:12:39.374 | DEBUG    |                              PacketManager::Update | <Begin>
